root_user,source_tweet,sentiment,stance,created_at,topic
18211373,美国加征关税？中国制造的噩梦又来了！贸易战里没有赢家，但中国这回真是被当枪使了。工厂主们哭晕在厕所，而我们只能继续当世界工厂。📉 #关税伤痕[链接],negative,against,2025-05-06T09:31:56.288159,美国加征关税对中国来说是有害还是有利的？
17297519,美国加征关税？中国早有预案！从5G到芯片，自主创新才是王道。贸易战像马拉松，中国有耐力。别忘了，我们还有庞大的内需市场！🇨🇳🚀 #科技崛起 #经济韧性,positive,for,2025-05-06T09:32:02.889508,美国加征关税对中国来说是有害还是有利的？
2689725379,美国加征关税对中国是灾难！成本飙升、出口受阻，最后买单的还是老百姓。贸易战没有赢家，但某些人就是想搞砸全球经济💥🇨🇳 [更多分析→](urlplaceholder),negative,against,2025-05-06T09:32:01.556539,美国加征关税对中国来说是有害还是有利的？
121216105,姐妹们，贸易战是成年人的玩具？美国加征关税就像用核弹砸菜市场！🌱中国工人和地球都遭殃，而华尔街大佬们在数金币💰。RocknRoll精神是合作不是对抗！#TheResistance 🎸🐾 反对保护主义，支持公平贸易！,negative,🎸🐾 反对保护主义，支持公平贸易！,2025-05-06T09:31:57.411744,美国加征关税对中国来说是有害还是有利的？
18492523,美国加征关税对中国的中小企业是沉重打击，客户体验成本飙升！企业被迫削减服务，客户关系受损。真正的客户体验需要稳定环境，而非贸易壁垒。#relationclient #experienceclient 😠 #Sensduclient,negative,against,2025-05-06T09:32:07.869110,美国加征关税对中国来说是有害还是有利的？
243299723,美国加征关税纯属自断臂膀！中国制造业成本直线上升，消费者也得买单😤 伤敌一千自损八百的蠢事还做多少？#贸易战争 #中国制造 [URL],negative,against,2025-05-06T09:32:00.399671,美国加征关税对中国来说是有害还是有利的？
16199328,"Como empresario y viajero, veo que los aranceles de EE.UU. son una montaña para las exportaciones chinas. 🏔️ Afectan cadenas globales y suben costos. ¿Para quién beneficia? 🇨🇳🇪🇺 #ComercioGlobal [link]",negative,against,2025-05-06T09:31:55.361125,美国加征关税对中国来说是有害还是有利的？
2436034951,美国加征关税对中国的负面影响远大于利好。增加出口成本，抑制创新动力。作为投资方，我们更看好开放合作带来的长期增长。#中美贸易 📉🇨🇳🇺🇸 [URL],negative,against,2025-05-06T09:32:00.534180,美国加征关税对中国来说是有害还是有利的？
14951685,美国加征关税对中国的利弊？短期压力大，长期倒逼升级。中国制造需要更多自主权，但全球供应链脱钩风险不容忽视。贸易战没有赢家，合作共赢才是出路。🇨🇳📉 #中美贸易 #经济观察 https://t.co/xxx,neutral,neutral,2025-05-06T09:31:57.419432,美国加征关税对中国来说是有害还是有利的？
15598689,美国加征关税对中国来说绝对是伤敌一千自损八百！贸易战没有赢家，伤害的还是普通老百姓。🇨🇳🇺🇸 #贸易争端,negative,against,2025-05-06T09:32:01.911165,美国加征关税对中国来说是有害还是有利的？
296912767,加征关税对中美都不利！全球供应链像Slurpee一样被搅乱，加拿大也难逃波及。作为温尼伯人，我支持自由贸易！🇨🇦 足球、摄影、鞋子都依赖稳定贸易，别让保护主义毁了我们的探索精神。#TradeWar #SlurpeeTruth 📸👟 [URL],negative,against,2025-05-06T09:32:02.457847,美国加征关税对中国来说是有害还是有利的？
2366070992,美国加征关税就像给全球经济打针，副作用明显！🇨🇳 中国作为制造业大国，出口受阻必然影响就业和增长。科学数据表明贸易壁垒最终伤害双方，支持理性对话而非对抗。贸易战没有赢家，这是经济学101。📉 #贸易政策 #数据说话 [研究链接],negative,against,2025-05-06T09:31:51.239886,美国加征关税对中国来说是有害还是有利的？
